GO_term,Term_Name_Clean,Ontology
GO:0060393,Regulation Of Pathway-Restricted SMAD Protein Phosphorylation,Biological process
GO:0033151,V(D)J Recombination,Biological process
GO:0003228,Atrial Cardiac Muscle Tissue Development,Biological process
GO:0060350,Endochondral Bone Morphogenesis,Biological process
GO:0001738,Morphogenesis Of A Polarized Epithelium,Biological process
GO:0043267,Negative Regulation Of Potassium Ion Transport,Biological process
GO:0055062,Phosphate Ion Homeostasis,Biological process
GO:0006787,Porphyrin-Containing Compound Catabolic Process,Biological process
GO:1900264,Positive Regulation Of DNA-directed DNA Polymerase Activity,Biological process
GO:0010765,Positive Regulation Of Sodium Ion Transport,Biological process
GO:0015697,Quaternary Ammonium Group Transport,Biological process
GO:1900262,Regulation Of DNA-directed DNA Polymerase Activity,Biological process
GO:0030174,Regulation Of DNA-templated DNA Replication Initiation,Biological process
GO:1905818,Regulation Of Chromosome Separation,Biological process
GO:0043618,Regulation Of Transcription From RNA Polymerase II Promoter In Response To Stress,Biological process
GO:0010039,Response To Iron Ion,Biological process
GO:0001682,tRNA 5'-Leader Removal,Biological process
GO:0019318,Hexose Metabolic Process,Biological process
GO:0000956,Nuclear-Transcribed mRNA Catabolic Process,Biological process
GO:0000077,DNA Damage Checkpoint Signaling,Biological process
GO:0035924,Cellular Response To Vascular Endothelial Growth Factor Stimulus,Biological process
GO:0002639,Positive Regulation Of Immunoglobulin Production,Biological process
GO:0043627,Response To Estrogen,Biological process
GO:0060284,Regulation Of Cell Development,Biological process
GO:0140546,Defense Response To Symbiont,Biological process
GO:0045229,External Encapsulating Structure Organization,Biological process
GO:0038061,NIK/NF-kappaB Signaling,Biological process
GO:0006094,Gluconeogenesis,Biological process
GO:0055001,Muscle Cell Development,Biological process
GO:0006356,Regulation Of Transcription By RNA Polymerase I,Biological process
GO:0034762,Regulation Of Transmembrane Transport,Biological process
GO:0060541,Respiratory System Development,Biological process
GO:0001678,Intracellular Glucose Homeostasis,Biological process
GO:0048705,Skeletal System Morphogenesis,Biological process
GO:0007200,Phospholipase C-activating G Protein-Coupled Receptor Signaling Pathway,Biological process
GO:0032436,Positive Regulation Of Proteasomal Ubiquitin-Dependent Protein Catabolic Process,Biological process
GO:0090049,Regulation Of Cell Migration Involved In Sprouting Angiogenesis,Biological process
GO:1901342,Regulation Of Vasculature Development,Biological process
GO:0070849,Response To Epidermal Growth Factor,Biological process
GO:0034249,Negative Regulation Of Amide Metabolic Process,Biological process
GO:0001936,Regulation Of Endothelial Cell Proliferation,Biological process
GO:0060349,Bone Morphogenesis,Biological process
GO:0071318,Cellular Response To ATP,Biological process
GO:0050974,Detection Of Mechanical Stimulus Involved In Sensory Perception,Biological process
GO:0048701,Embryonic Cranial Skeleton Morphogenesis,Biological process
GO:0042158,Lipoprotein Biosynthetic Process,Biological process
GO:0061180,Mammary Gland Epithelium Development,Biological process
GO:0014904,Myotube Cell Development,Biological process
GO:0006999,Nuclear Pore Organization,Biological process
GO:1901522,Positive Regulation Of Transcription From RNA Polymerase II Promoter Involved In Cellular Response To Chemical Stimulus,Biological process
GO:0032411,Positive Regulation Of Transporter Activity,Biological process
GO:0051932,"Synaptic Transmission, GABAergic",Biological process
GO:0016233,Telomere Capping,Biological process
GO:0034248,Regulation Of Amide Metabolic Process,Biological process
GO:2001258,Negative Regulation Of Cation Channel Activity,Biological process
GO:0048146,Positive Regulation Of Fibroblast Proliferation,Biological process
GO:1904407,Positive Regulation Of Nitric Oxide Metabolic Process,Biological process
GO:0120035,Regulation Of Plasma Membrane Bounded Cell Projection Organization,Biological process
GO:0090313,Regulation Of Protein Targeting To Membrane,Biological process
GO:0045927,Positive Regulation Of Growth,Biological process
GO:0006354,DNA-templated Transcription Elongation,Biological process
GO:0038093,Fc Receptor Signaling Pathway,Biological process
GO:2000352,Negative Regulation Of Endothelial Cell Apoptotic Process,Biological process
GO:0045833,Negative Regulation Of Lipid Metabolic Process,Biological process
GO:0006359,Regulation Of Transcription By RNA Polymerase III,Biological process
GO:0010574,Regulation Of Vascular Endothelial Growth Factor Production,Biological process
GO:0048483,Autonomic Nervous System Development,Biological process
GO:0032401,Establishment Of Melanosome Localization,Biological process
GO:0003015,Heart Process,Biological process
GO:0002758,Innate Immune Response-Activating Signaling Pathway,Biological process
GO:0046426,Negative Regulation Of Receptor Signaling Pathway Via JAK-STAT,Biological process
GO:0014742,Positive Regulation Of Muscle Hypertrophy,Biological process
GO:2000310,Regulation Of NMDA Receptor Activity,Biological process
GO:0050810,Regulation Of Steroid Biosynthetic Process,Biological process
GO:0051051,Negative Regulation Of Transport,Biological process
GO:0042476,Odontogenesis,Biological process
GO:0048259,Regulation Of Receptor-Mediated Endocytosis,Biological process
GO:0050678,Regulation Of Epithelial Cell Proliferation,Biological process
GO:0010256,Endomembrane System Organization,Biological process
GO:0070371,ERK1 And ERK2 Cascade,Biological process
GO:1990000,Amyloid Fibril Formation,Biological process
GO:0006835,Dicarboxylic Acid Transport,Biological process
GO:0032509,Endosome Transport Via Multivesicular Body Sorting Pathway,Biological process
GO:1903131,Mononuclear Cell Differentiation,Biological process
GO:0009648,Photoperiodism,Biological process
GO:1902751,Positive Regulation Of Cell Cycle G2/M Phase Transition,Biological process
GO:1903846,Positive Regulation Of Cellular Response To Transforming Growth Factor Beta Stimulus,Biological process
GO:0030511,Positive Regulation Of Transforming Growth Factor Beta Receptor Signaling Pathway,Biological process
GO:1902653,Secondary Alcohol Biosynthetic Process,Biological process
GO:0016070,RNA Metabolic Process,Biological process
GO:0050982,Detection Of Mechanical Stimulus,Biological process
GO:0006883,Intracellular Sodium Ion Homeostasis,Biological process
GO:0072132,Mesenchyme Morphogenesis,Biological process
GO:0007263,Nitric Oxide Mediated Signal Transduction,Biological process
GO:0006337,Nucleosome Disassembly,Biological process
GO:0045740,Positive Regulation Of DNA Replication,Biological process
GO:0032753,Positive Regulation Of Interleukin-4 Production,Biological process
GO:0031056,Regulation Of Histone Modification,Biological process
GO:1902175,Regulation Of Oxidative Stress-Induced Intrinsic Apoptotic Signaling Pathway,Biological process
GO:0046683,Response To Organophosphorus,Biological process
GO:0099003,Vesicle-Mediated Transport In Synapse,Biological process
GO:2001240,Negative Regulation Of Extrinsic Apoptotic Signaling Pathway In Absence Of Ligand,Biological process
GO:1901099,Negative Regulation Of Signal Transduction In Absence Of Ligand,Biological process
GO:0035065,Regulation Of Histone Acetylation,Biological process
GO:0010880,Regulation Of Release Of Sequestered Calcium Ion Into Cytosol By Sarcoplasmic Reticulum,Biological process
GO:0071392,Cellular Response To Estradiol Stimulus,Biological process
GO:0071467,Cellular Response To pH,Biological process
GO:0045445,Myoblast Differentiation,Biological process
GO:0010518,Positive Regulation Of Phospholipase Activity,Biological process
GO:0045664,Regulation Of Neuron Differentiation,Biological process
GO:0032873,Negative Regulation Of Stress-Activated MAPK Cascade,Biological process
GO:0002699,Positive Regulation Of Immune Effector Process,Biological process
GO:0046427,Positive Regulation Of Receptor Signaling Pathway Via JAK-STAT,Biological process
GO:0032653,Regulation Of Interleukin-10 Production,Biological process
GO:0061013,Regulation Of mRNA Catabolic Process,Biological process
GO:0097485,Neuron Projection Guidance,Biological process
GO:2001236,Regulation Of Extrinsic Apoptotic Signaling Pathway,Biological process
GO:0007032,Endosome Organization,Biological process
GO:0032722,Positive Regulation Of Chemokine Production,Biological process
GO:0061136,Regulation Of Proteasomal Protein Catabolic Process,Biological process
GO:0071456,Cellular Response To Hypoxia,Biological process
GO:0007160,Cell-Matrix Adhesion,Biological process
GO:0050729,Positive Regulation Of Inflammatory Response,Biological process
GO:0030855,Epithelial Cell Differentiation,Biological process
GO:0007188,Adenylate Cyclase-Modulating G Protein-Coupled Receptor Signaling Pathway,Biological process
GO:0031032,Actomyosin Structure Organization,Biological process
GO:0051294,Establishment Of Spindle Orientation,Biological process
GO:0045840,Positive Regulation Of Mitotic Nuclear Division,Biological process
GO:0072330,Monocarboxylic Acid Biosynthetic Process,Biological process
GO:0032680,Regulation Of Tumor Necrosis Factor Production,Biological process
GO:0001961,Positive Regulation Of Cytokine-Mediated Signaling Pathway,Biological process
GO:0046824,Positive Regulation Of Nucleocytoplasmic Transport,Biological process
GO:0098664,G Protein-Coupled Serotonin Receptor Signaling Pathway,Biological process
GO:0044571,[2Fe-2S] Cluster Assembly,Biological process
GO:0015872,Dopamine Transport,Biological process
GO:0048048,Embryonic Eye Morphogenesis,Biological process
GO:0042276,Error-Prone Translesion Synthesis,Biological process
GO:0042181,Ketone Biosynthetic Process,Biological process
GO:0006264,Mitochondrial DNA Replication,Biological process
GO:0033629,Negative Regulation Of Cell Adhesion Mediated By Integrin,Biological process
GO:1900121,Negative Regulation Of Receptor Binding,Biological process
GO:0042532,Negative Regulation Of Tyrosine Phosphorylation Of STAT Protein,Biological process
GO:0034654,Nucleobase-Containing Compound Biosynthetic Process,Biological process
GO:0018198,Peptidyl-Cysteine Modification,Biological process
GO:0018394,Peptidyl-Lysine Acetylation,Biological process
GO:1902680,Positive Regulation Of RNA Biosynthetic Process,Biological process
GO:0031060,Regulation Of Histone Methylation,Biological process
GO:0033006,Regulation Of Mast Cell Activation Involved In Immune Response,Biological process
GO:0002886,Regulation Of Myeloid Leukocyte Mediated Immunity,Biological process
GO:0034776,Response To Histamine,Biological process
GO:0048745,Smooth Muscle Tissue Development,Biological process
GO:0033013,Tetrapyrrole Metabolic Process,Biological process
GO:0060333,Type II Interferon-Mediated Signaling Pathway,Biological process
GO:0015698,Inorganic Anion Transport,Biological process
GO:0014070,Response To Organic Cyclic Compound,Biological process
GO:0061912,Selective Autophagy,Biological process
GO:0043407,Negative Regulation Of MAP Kinase Activity,Biological process
GO:0007600,Sensory Perception,Biological process
GO:0019752,Carboxylic Acid Metabolic Process,Biological process
GO:0032414,Positive Regulation Of Ion Transmembrane Transporter Activity,Biological process
GO:0062013,Positive Regulation Of Small Molecule Metabolic Process,Biological process
GO:0042326,Negative Regulation Of Phosphorylation,Biological process
GO:0021762,Substantia Nigra Development,Biological process
GO:0006892,post-Golgi Vesicle-Mediated Transport,Biological process
GO:0022008,Neurogenesis,Biological process
GO:0010862,Positive Regulation Of Pathway-Restricted SMAD Protein Phosphorylation,Biological process
GO:0010646,Regulation Of Cell Communication,Biological process
GO:0090263,Positive Regulation Of Canonical Wnt Signaling Pathway,Biological process
GO:1902745,Positive Regulation Of Lamellipodium Organization,Biological process
GO:1903052,Positive Regulation Of Proteolysis Involved In Protein Catabolic Process,Biological process
GO:0090092,Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway,Biological process
GO:0007189,Adenylate Cyclase-Activating G Protein-Coupled Receptor Signaling Pathway,Biological process
GO:0036294,Cellular Response To Decreased Oxygen Levels,Biological process
GO:1902117,Positive Regulation Of Organelle Assembly,Biological process
GO:0045214,Sarcomere Organization,Biological process
GO:0060606,Tube Closure,Biological process
GO:0031400,Negative Regulation Of Protein Modification Process,Biological process
GO:0006893,Golgi To Plasma Membrane Transport,Biological process
GO:0032008,Positive Regulation Of TOR Signaling,Biological process
